Source,Target,Type,Id,Label,Weight
1568303753115144194,1742701726308724736,Directed,507,,2
1568303753115144194,1706909483690000385,Directed,508,,1
1568303753115144194,1073964891977986048,Directed,509,,1
1568303753115144194,1584478266252922880,Directed,510,,1
1568303753115144194,1325156511451021313,Directed,511,,2
1568303753115144194,1640990526169120772,Directed,512,,3
1568303753115144194,1401998060025266182,Directed,513,,1
1568303753115144194,1616717831168475137,Directed,514,,1
1568303753115144194,1679790290998112256,Directed,515,,1
1568303753115144194,1587884785560592390,Directed,516,,3
1568303753115144194,1674038181002375169,Directed,517,,1
1568303753115144194,1203372312298426369,Directed,518,,2
1568303753115144194,1312282910565826560,Directed,519,,1
1568303753115144194,1572673424572440576,Directed,520,,1
1568303753115144194,1717709678782644224,Directed,521,,2
1568303753115144194,1577818069942108161,Directed,522,,1
1568303753115144194,1092008549344002049,Directed,523,,1
1568303753115144194,1747199742843510784,Directed,524,,2
1568303753115144194,1559508190110404609,Directed,525,,1
1568303753115144194,1600101526458040320,Directed,526,,1
1568303753115144194,1588324962737262592,Directed,527,,2
1568303753115144194,1713530208114896896,Directed,528,,4
1568303753115144194,1757072289344962561,Directed,529,,9
1568303753115144194,1057972711446716416,Directed,530,,1
1568303753115144194,1552734571178983425,Directed,531,,2
1568303753115144194,1706992274532401152,Directed,532,,1
1568303753115144194,255073754,Directed,533,,1
1568303753115144194,54631666,Directed,534,,1
1568303753115144194,1640376844917563392,Directed,535,,1
1568303753115144194,1661497921836023808,Directed,536,,1
1568303753115144194,2293023016,Directed,537,,1
1568303753115144194,1672714891084406790,Directed,538,,4
1568303753115144194,760618514797436928,Directed,539,,1
1568303753115144194,1291494496354566144,Directed,540,,15
1568303753115144194,1390746117286019080,Directed,541,,1
1568303753115144194,812299621527588864,Directed,542,,3
1568303753115144194,1346766381614850048,Directed,543,,1
1568303753115144194,1588905411444461569,Directed,544,,12
1568303753115144194,1288966651208237056,Directed,545,,6
1568303753115144194,1684625172287098880,Directed,546,,2
